id,fold
c42d63b0e6,6
44c8aed146,7
b240582de8,0
ec857f4518,1
18f3626b0f,2
fa3e7cb3f5,8
27d0d9af30,4
93a8901635,5
29c033e8e4,6
f7e855fc40,7
41895b0f40,0
3a068284ed,1
fff6522bd1,2
70c92bc80f,3
7ce6463bc8,4
40bb5a9cbe,5
98c6496076,6
7cbfebdf9d,7
69098163e1,0
557feaaf65,1
eead2fc101,2
f9b7196dfc,8
b1dc23a427,4
18ea3802ca,5
1d685060b2,6
c29c36a1e8,7
7d8e29261b,0
0280db420c,1
aebff18bf9,2
44e3f20074,3
9693c84080,4
03511989ac,5
691fec8ce2,6
d369e6b550,7
d268ae57b5,0
67a8e23baa,1
a1dae195e7,2
558b11d1b8,8
628f1de539,4
739a9ab34a,5
32273eef45,6
3ca252f526,7
6d593a19d1,0
85bca2aade,1
359128303c,2
2a71003f75,3
f45dbe6541,4
a2da67afff,5
0304e9ac37,6
2e035505d6,7
0530b67189,0
8db5bf9be2,1
d1c9be7e25,2
0b9cb1205a,8
84723e7793,4
2e7921981a,5
4696bb53e6,6
a9ee40cf0d,7
52914952d6,0
baa743f4b4,1
2d64b6a8cf,2
6397715bb4,3
681ee85a7b,4
9358b1fa7a,5
457d5edb4c,6
2edf2e3e05,7
8201005b79,0
9ba564058f,1
fbf73cb975,2
accb644c9e,8
bc3f2b82ec,4
3b5e9c6e05,5
5e350fa662,6
399694c381,7
3ad9500e43,0
b33b1f9db6,1
b4e23ae450,2
174ebb49df,3
1bd1c8c771,4
94e7558e32,5
e6a78e36b5,6
73c6a1ede1,7
7ed0489985,0
a4ae0c0e35,1
7796858a9b,2
eb38db5443,8
d21e3d7843,4
2993a272be,5
59092e355d,6
7410f440bb,7
553733b17b,0
3792be0845,1
26a76b910c,2
6d4fca6a35,3
c39f317ad0,4
9d12bb050d,5
bb8c452bb6,6
87725b728a,7
7d52a376a7,0
30307d5103,1
1931feb9b8,2
d5023a3662,8
d4acb30303,4
cd69ee839f,5
96857148ca,6
6b0688f33f,7
212f074587,0
e5a6b92463,1
12d09b9fa4,2
fd423b9cbf,3
d553c91194,4
fc4c223773,5
0c6ec35477,6
ceca04aa2a,7
0bdd44d530,0
40a571cf0f,1
6074c5b0bf,2
5575337f66,8
5b217529e7,4
dd6a04d456,5
964be849b0,6
de1142326e,7
cbad345488,0
8ce5996371,1
5b72ade49e,2
a141ed0c99,3
25bd98aec3,4
7361f4e5bc,5
e6e3e58c43,6
c8bd99cbb0,7
c42abd17f3,0
10f3d01ddb,1
0a41de5e3b,2
13fb17bf13,8
8dc946b34d,4
99405de5c5,5
938d11586e,6
4b0bf2f4a1,7
3dc8ca137c,0
0faaf196b4,1
7f0bdb5e31,2
e1009fa370,3
7812fc8116,4
a1b5786252,5
f19b7d20bb,6
46b7364b81,7
8ddaea54ce,0
5f48c8c123,1
287aea3a3b,2
30ff4f38cf,8
7cc53fe88b,4
25143d7837,5
83645a3b6f,6
3c6fe4b7ba,7
24bf79cd1e,0
ed24549a3f,1
b839f805f9,2
691dc0bc42,3
0f02cec809,4
d71e91efc0,5
f75842e215,6
533a731c99,7
418b7878a8,0
17d70fee5c,1
5c8ce5869b,2
7576a8a091,8
e51bea30d0,4
5bb48ef0ea,5
855f399924,6
85fe62d2d6,7
8f5af7f42a,0
eaefc56247,1
7db7a5fb8f,2
66ced55b7d,3
46bec86213,4
df811b26b6,5
6ddd6a2ec1,6
2d8a3a262b,7
7633c6bb70,0
a66c03c236,1
3f8a8f4715,2
d7a53f942a,8
3794cd4d73,4
47729d4ee5,5
62de954435,6
729c382e20,7
61df7e1f4d,0
0401ae15d3,1
9895f188e8,2
77c695369e,3
ffce5bbb9a,4
800daf6ac1,5
ab6dfe07be,6
098c5f3e75,7
df56e7aaad,0
dc0119712d,1
e099e54eee,2
4e47ff086f,8
37ba215c62,4
8e48de3b3b,5
5717740aa6,6
63d3cf63be,7
114d62da56,0
cced2adf43,1
f507d4f122,2
3320eb35e4,3
15d079a8e8,4
f87154ea7b,5
edf1e6ac00,6
b9ebcbc115,7
1a28f06897,0
fd1be18f7d,1
0bed5f2ace,2
8d839a365b,8
41cfd4b320,4
834861f1b6,5
82c316179b,6
e865014246,7
d5afcea9a2,0
3734601c15,1
a4e8ba21d1,2
2b30313d2c,3
3e8b5729dc,4
feadf0e85d,5
56974f6864,6
7b9facc0aa,7
46bbe12b2c,0
7504d73df8,1
a4e90eef39,2
8f07ef8585,8
de39c2b892,4
47398efeb4,5
cbbf379ef8,6
670d9655d5,7
65e01bd65f,0
93f7759d52,1
53de66df2a,2
0cf7155eb6,3
39a5b5f33a,4
1a1b0c1549,5
44ac5b2526,6
697fee88c5,7
e3349e2125,0
657f2c34f7,1
d7cf3bf4e9,2
08bafa2eee,8
10ecfda568,4
594712691d,5
fd998a993b,6
8bb7245636,7
fa9ad1caeb,0
923249032c,1
5378360450,2
d353a74b66,3
7ec97427ca,4
fde2b51fb2,5
6138f82415,6
c0ffa90c4a,7
24cb80b5da,0
b448f0fae6,1
3525fcea1e,2
25fb3a895a,8
1a2d060823,4
fa08ffa6fb,5
1b5c4051d4,6
fbf380831b,7
0ad0876244,0
75efad62c1,1
2b77f82b42,2
22b0774178,3
9bbb4c7c34,4
9f3b8d0186,5
7d14f8cfe3,6
65eca0ad70,7
c00c4b8814,0
bcd1e64c58,1
495a2d3c7c,2
03049b14ca,8
bc5382bc71,4
a72f220de9,5
5fa536d1fd,6
302ea1ac81,7
ed60e1c64a,0
1d4e60eafa,1
93f8f9e663,2
36f9ab3ee0,3
903206854b,4
3fd616ef00,5
25f532d7cc,6
2ee6e81e4b,7
89a74723fd,0
9747413253,1
13483cd62a,2
69013a70ab,8
b1f0e104f5,4
8555cb627a,5
624bd59549,6
e6674212ce,7
82c340f4e5,0
881407fa84,1
9382a047a8,2
331ec135dd,3
04315b9a64,4
8270908d6a,5
0d19f89dc9,6
0b73b427d1,7
6ebb6826bd,0
fb14beb69f,1
91bfe61493,2
13209940d7,8
b5850af687,4
b12a5a2b61,5
127ef4105f,6
cb7cd324a5,7
778a92f420,0
16cebad726,1
e9d39cddd7,2
80694aa70f,3
3598c246d7,4
01b5362cce,5
b2c6b8cf57,6
0a7e067255,7
eeca9d6a63,0
a91212b01e,1
aa1c0ba47b,2
6eeeda7f4a,8
abd1e3e008,4
0deadce8f1,5
38673ade97,6
07bb074759,7
c387a012fc,0
8f7b7b9980,1
0473e496e2,2
aff87f7ba7,3
d2e44953e6,4
6252a820da,5
f6576d4cbe,6
dc05ed2596,7
8c8c2012e7,0
04cd9599a3,1
c1431cfade,2
e37a3da5b2,8
a849a4e373,4
d0cd29a61b,5
a701844e9a,6
060f14fcee,7
da689f1bca,0
86365721e2,1
c1503fb0ec,2
bf72590547,3
c092a99d23,4
9ad32f3c66,5
d059fcb2fd,6
44edd661a0,7
8650153427,0
3862950849,1
c2e9f328e3,2
a554d2d4a3,8
da0f021c5b,4
23e5717c0f,5
cb974e60ca,6
5d0a9c5b0e,7
0497f2d447,0
d629a56d3c,1
1463aee5b3,2
36aa21019e,3
5fd8ed2395,4
a4442fef48,5
dfe230b677,6
d453812357,7
6fc88fcbed,0
e2421eee13,1
ede36de5cc,2
6ac91c75fc,8
b112d9993c,4
c23d957c59,5
c98504a8ab,6
92c25915f1,7
ccd6841e90,0
401b591c07,1
774ee8afcf,2
23e1bb3ee8,3
104ce199d8,4
0aea45ba8f,5
ec649a86b2,6
4743e3bf8d,7
5c33b65396,0
7524d9b7bf,1
63bed65d65,2
6f78817a2d,8
9086ac3a68,4
a1e3e1af04,5
72e05a5a33,6
a7bc02b7d4,7
1a0996a817,0
d90473fc86,1
cf7abfc8bb,2
da082ec985,3
930dcd571a,4
ccdd1c542f,5
62df3565cd,6
8612ca9286,7
c5caa57f2f,0
90a57bacf0,1
e89272a29b,2
246d86ba32,8
27c035c5ae,4
d73e3ccdec,5
5d07e84138,6
930183efe5,7
d768234bb5,0
7d0b2f2046,1
a3079aded1,2
dea0a56bab,3
2b76b47947,4
a0729c7a02,5
63532a858b,6
90f37a2a28,7
9fff0319cd,0
109bccf6c6,1
066e0ce4c3,2
34bd0facd2,8
7e7276d088,4
06a361fc57,5
baac3469ae,6
3406ef6042,7
24b40af38f,0
d175b3b3cc,1
543f5887a2,2
45f292bb41,3
90990cd2ba,4
9f0ebbd210,5
7d5c34a95a,6
e98557c9f3,7
ab72556c51,0
18c4cdefec,1
a970e82aac,2
4f105993c5,8
217eeca27e,4
d62ad254c6,5
5990041346,6
db840e1e22,7
76d080ed6f,0
9917602913,1
01c033e116,2
31d35c7c1d,3
15d76f1672,4
6c557220d3,5
d99612d949,6
ee7ff3b2fe,7
07cbc65347,0
99bf605daa,1
1268fbf8c2,2
761eaf3fa4,8
54629440c9,4
1495558064,5
20b26a6ea7,6
fee35c9fa9,7
651b2c01bc,0
1739b1634d,1
7af84fef71,2
503aba826b,3
146ec37657,4
81491224d7,5
760ca73d1f,6
b57e98a275,7
f3220c3590,0
02adf272e9,1
5446a64ba5,2
980570ed7e,8
3507f73405,4
efc705478f,5
7aa7e1b355,6
c4b05c2eaa,7
e27400528c,0
d8fca64ebf,1
eeecc7ab39,2
75d0e44b1c,3
38178b0ded,4
1c41821d13,5
2fb152d905,6
4f62a5bb14,7
ca82310ee1,0
92895cb54f,1
99d7f0c538,2
68b593f903,8
7f9f13c0d0,4
d1857e0577,5
e3e1afe993,6
4e89a919ed,7
4e6855dbae,0
3a58606814,1
b966734278,2
1a4278325d,3
537f18bd97,4
32599d97bb,5
b4b225aaa8,6
ebcd41b5f1,7
4ee4b3485e,0
84e305da04,1
a7a87180a3,2
7e5cdca0b7,8
2af3c055b2,4
05c7033694,5
c202c25557,6
fd949b5ab7,7
69cddf572c,0
6994342067,1
f5c25276d2,2
a05da102a2,3
5b435fad9d,4
ccfb270edb,5
4210e9e5d3,6
08c2070b20,7
a65aa82e0a,0
836eedd4a7,1
42b9ff31aa,2
debe560cfb,8
e23a93a95e,4
e335542c17,5
d69556b746,6
42c563d895,7
df47f2e681,0
cc70a60681,1
a32a4a2256,2
b6604d4bd6,3
e6ac2a35cd,4
9bf8f84094,5
e060d5ca41,6
9874f75819,7
a8ebba8c1e,0
a3bea8f266,1
66cfa202e5,2
306e6e7743,8
23bbdfd154,4
e37b8208fa,5
62715133c5,6
455c8febce,7
86f2fd7025,0
571b14e631,1
d465b396f2,2
ad16edc8be,3
06d3201dd0,4
d885813aa8,5
f3ee165cd0,6
a32b0d0cd7,7
489a8fd021,0
fa50e86a72,1
e63196d890,2
2a49169951,8
d7f7a9f48a,4
b202b6b3d4,5
1379940546,6
c901f669f8,7
7469baeb8d,0
5a81181e41,1
f62410bce9,2
22e7cc183f,3
f2e9faa785,4
ec5db065d9,5
1017084680,6
28d42de29f,7
b0a7056a04,0
abe74273c8,1
6cb11aa807,2
77608c7770,8
499560e566,4
fbc9a1149e,5
89af21b6ee,6
f122ead5f2,7
a50ac7d1e2,0
bd20d18369,1
2101c21f75,2
f328eccbf3,3
1ee82dabee,4
a317a82463,5
c137712b61,6
ab7d09443f,7
069035a9b5,0
a27e64c2f7,1
b70f0ab0c2,2
4f5df40ab2,8
aeb36c1964,4
ebacf0e713,5
5948185d4d,6
8e280f2c87,7
58edb9b58c,0
0e63d9a8b4,1
045c5516a2,2
69ee613976,3
11bfb46a23,4
9e64fc57aa,5
99aefa9443,6
4c7f2b2c18,7
6d17d3be2d,0
48d34846d7,1
0d3b5ec2a8,2
b9fd9429e3,8
321f21e02f,4
c8adc706f5,5
9ecc1f5457,6
d25a2d736a,7
1937cfedc5,0
73a4c6a4bb,1
29b5ee6cf5,2
6b2f7ba83d,3
de7202d286,4
d19827b32b,5
cf11876547,6
8f16b2685d,7
ad6e3961d4,0
8919be1266,1
2903f6a1db,2
8063c65b57,8
ceef85bdc0,4
e4159ed1de,5
8bc707feee,6
e5a22d144d,7
a6c2605919,0
18d013fced,1
d6987190ea,2
4279e747a0,3
8e84b940e3,4
68d00224e0,5
0adb490de5,6
8ab2399b4a,7
f20521b7f5,0
9b656c339a,1
1cb4733828,2
59944f0f92,8
45a1f78171,4
1af44a9db0,5
4161f35a4f,6
d2ea97ca4e,7
0589f557d7,0
ea6f13458b,1
e437c3912d,2
b7c1e2a377,3
008a50a2ec,4
231fc4e8e5,5
397f00cf61,6
95af8ca744,7
7e92ab6fe8,0
8c4ac14f53,1
d47c78058a,2
1ac058f0a4,8
a78e36d77b,4
db75c6831e,5
548887f17d,6
d991b7a689,7
cb677fab7a,0
e0d98e6fde,1
29ea4f92c3,2
cba568b15f,3
94b4f44698,4
10a1a5b78f,5
775bc235d0,6
4ed12ec89a,7
30cb1002fb,0
bbf6b192be,1
1ad2135efa,2
2424f4afc7,8
83558aa4b8,4
26281da345,5
b8a9602e21,6
65e2650a80,7
d6cba9f9de,0
96d917e53d,1
1b8d100712,2
8d3ee9356b,3
17c5d2464c,4
df3a1c2d7b,5
8d89d465fc,6
b221ece24b,7
1439570aec,0
a3de137406,1
930cbb8ccb,2
e3e92cc747,8
130229ec15,4
977f897477,5
36f332bd11,6
d26e890704,7
4a11c0f4ad,0
47aba1e35c,1
c352f6069b,2
6e86fed535,3
75d70e2411,4
c9a2990f76,5
d45b4f3b85,6
00a3af90ab,7
eb4efc4c39,0
4a5595076f,1
56ac0f17be,2
39cd06da7d,8
d8b1bbbfdf,4
0ee8a744eb,5
ea2f1fa62f,6
c7c3a8a806,7
3da64841d8,0
0ae08cc1b2,1
9722dedee7,2
1dbc694c5d,3
1804b11f9a,4
b76760a4a1,5
bf294b9661,6
2fe186a2c6,7
f362d474b7,0
2c707479f9,1
e5df7166bc,2
885c2a90f5,8
17dd87aefa,4
ad6fe18943,5
a88dd59036,6
fe9e558605,7
ba6970504c,0
802df9bb5e,1
72c2499de9,2
7aef9898fa,3
b6bbd06618,4
1f805e4733,5
f959f79b64,6
d66bb0c151,7
3bf70b71cd,0
3c2f5ba174,1
4d04dcd959,2
9ca84742ef,8
0e53e6294a,4
a6a3383416,5
84e540208f,6
6c0a545d06,7
2fbde8630d,0
9678fb935e,1
37e16a5404,2
1037da2ff7,3
418a13df5c,4
6b2f79f6ff,5
fdd73141d6,6
6fe4017680,7
8adaa82868,0
5970137a1e,1
1d0a131f99,2
0f19680b4d,8
eabe9337a9,4
8d4ba8fd28,5
c4ed7cdb1c,6
af6fe9a9c8,7
e7c54b5f4e,0
23cdfc53fe,1
387aa87ae2,2
f3fb95295e,3
0e16439e05,4
2f493f72ff,5
114daa1bed,6
e86361f5d1,7
8c9a0ea088,0
363a171d90,1
59dabe134f,2
3ed6168b22,8
f7ff576dc4,4
3358462c1b,5
f6c49acac0,6
a4d621da2d,7
324eb2ec65,0
aa21ba676c,1
1414606ab4,2
17c6355815,3
5e09ef27a6,4
f8921580bb,5
4d9fa2d97f,6
c8d70d9c3d,7
6a29fbd74b,0
30bb4cd749,1
d3d19422ca,2
36ad52a2e8,8
70c8e14243,4
9790f7880b,5
211dca3b80,6
12e859e91d,7
17a8b7e7f3,0
2bf5343f03,1
518ee8cf52,2
b7ec14f5e4,3
cadfbf8011,4
a4932322ce,5
49fe2ee7ba,6
c80f09bee6,7
a8d50a4a97,0
21e1d6e38d,1
0f9beb1453,2
ab18a0a7fa,8
62a8f89a19,4
89dfb7ba1d,5
55a49950a0,6
c7408f1d38,7
711c478c93,0
cbed0283ff,1
e0b778dacd,2
ac03463615,3
e11123ab8b,4
23b7bf14c5,5
76761b2a41,6
04f7a73f2b,7
1b61e02423,0
728890d8f8,1
3d99801810,2
49f22705ea,8
a1e32a6815,4
ceb69201df,5
0061281eea,6
f0e99e9761,7
356fa48ac4,0
59b1bac5d5,1
6153c227de,2
bb455284f1,3
91a0ac314c,4
9a4864ff06,5
40aaac97b1,6
8c99d8c85f,7
99c726d528,0
6c8ad32f36,1
7d963e0f5d,2
3822f73c1c,8
481ed855f2,4
871be86f43,5
60bbd166a4,6
f641699848,7
26382e2d1f,0
b51c130238,1
3df62de11d,2
638e7a825e,3
d145884178,4
9494906f54,5
34831dcd0c,6
18449e54f8,7
495e5d8dc0,0
894d0e63f5,1
fb5adc8df0,2
71d10659ad,8
d9e45a7fab,4
5081bad441,5
f425a67987,6
6d8a8e2e6d,7
6d93c0a95e,0
57293a65d5,1
46b424e067,2
af7e9d7648,3
934cd14205,4
abbfb56731,5
3c1ed5cc1f,6
2ffe02e882,7
c66a9ea31d,0
68a2df3195,1
ac412e6d55,2
7277ef5fef,8
3c66e5ab54,4
c673bebe29,5
114397189f,6
76ba896225,7
c230cf2a94,0
082d2910a8,1
7e737a6cc6,2
ddd3099877,3
9667824566,4
24d67576d0,5
def16cd3d7,6
84b5568c2a,7
4b9b8c2e44,0
a3ff13b1e1,1
415eb5b72c,2
5306b708be,8
9dcb043fa9,4
95a60e2f42,5
c98dfd50ba,6
16b2119ffa,7
e2063ce131,0
8c477d6abf,1
93b8ec180f,2
053a6f6704,3
9d354bc9e7,4
1cc428e57e,5
d0cba16846,6
669cb42011,7
2af008d773,0
22398d77b8,1
41e173a1e5,2
4cfee4b097,8
24a8ae9bb9,4
0762a99eb4,5
aabb4516d1,6
b0a2fe2a63,7
d1f7d2876b,0
ca393f0eaf,1
884400b2e8,2
0461a2fb30,3
1e4c96a9cd,4
a0c156a4c9,5
75fb579aa2,6
429b289e07,7
98b1f3fb9c,0
abd889c82f,1
203f6117be,2
8343ad9ed8,8
77acb619e7,4
a98d950667,5
23a17b87e7,6
9fac28f3df,7
6e1444d88d,0
5a02df7676,1
76b4df03dd,2
00cda0328c,3
a685e6f87e,4
5fabfdc0b6,5
71a31f4356,6
9ff59d834b,7
3c30b8e27b,0
2010b17cf6,1
93b51f6335,2
ba1287cb48,8
631dacfc0f,4
a07f9159e0,5
4a12baccc4,6
0ff9f243e5,7
c756ff4e1f,0
c571804a93,1
2f917b1124,2
ea54256d21,3
12e94a5a08,4
1e5e713964,5
b9fcc34ef3,6
d9457c3b1c,7
f44f67efae,0
89dba191b1,1
628ab35fe8,2
8a4671cb47,8
59597a8431,4
a8ef242dfd,5
9472731dfd,6
820c4570b1,7
f7c147ac61,0
7c61d788af,1
74de17e9c0,2
75c554378e,3
6d1afa9d46,4
a69586db4e,5
6a0f5a8b42,6
db5bf853fc,7
7b815ae7fb,0
deaa0ab2b8,1
fc944f4e1f,2
9539d280a6,8
5f8370ed60,4
4d1efb19d7,5
57ff97666d,6
73a3712fcd,7
8f39d964c3,0
cff87534c4,1
71c0fd5516,2
8e2e3afdb5,3
c0565001a3,4
66b4280f4e,5
4085f8522d,6
06523f9719,7
9146f2afd1,0
cbeab7807d,1
b342a4959d,2
505483d249,8
58d62862fa,4
ecdd648857,5
9a6cf411ff,6
8b5d38c547,7
aede306d15,0
967d30a3fd,1
53dab98a36,2
a90545f377,3
ed66549524,4
e642037975,5
cddb50fb4b,6
563191e71a,7
e875c9a960,0
f34ae8f3d4,1
4ff5c5ef47,2
504c4a71d2,8
843447abe4,4
84e23dba29,5
90791c2417,6
66cf41c563,7
01323211a0,0
e5b47aa145,1
22a889c9fc,2
5b2282b51e,3
7d48474434,4
36a6901cae,5
abed119094,6
57f8b13094,7
19902af6bd,0
c7a92a6707,1
9f54d7807c,2
186d861771,8
1075fa3200,4
578b502c6d,5
b5893fc541,6
b96ef7e302,7
d16591547d,0
180d2ec2cc,1
e2d3957c95,2
95bdc8b506,3
51846d4c96,4
cbe33c57c4,5
f2c640742a,6
a0219e8fa4,7
e813f3d1bf,0
1da21e7498,1
041925f04c,2
7d87ab4aa8,8
fb1e8578cf,4
e7f0e30585,5
dde0ee264b,6
113b017a91,7
ced8d25446,0
60a0ca8d0e,1
25db231ea0,2
9eb4a10b98,3
230226a446,4
370763b8a9,5
fba91bfec8,6
d967181724,7
03a9a9f615,0
e0751c41fd,1
bf00a0ab71,2
45b5f91d83,8
90bf0125af,4
57904adf94,5
eb23ddad08,6
886c96ffb8,7
ab82b9e44e,0
40d96e8022,1
c073b8930c,2
690281a93d,3
a00d2b180c,4
8174aba668,5
e6f86c83e2,6
71f724c7ef,7
6c5b8b3950,0
5559e0ceab,1
f456e3161d,2
ec9ba7900d,8
e560423302,4
ffe228a7e3,5
fc13dabcbb,6
1ff0aa7f05,7
7bfd026d91,0
ee48914076,1
254efd9043,2
1621c14879,3
f9d03271d6,4
d67e3a11d8,5
ee3b4b8c91,6
c37f7c51e9,7
190febf6cd,0
9b80cf8992,1
ad1e8ef844,2
36e68393b6,8
be6cf5cf86,4
25d24d4554,5
d2b40a2781,6
26527458de,7
2886e27fb6,0
43a9c21cea,1
b6520147bb,2
08dc3c9a23,3
e1280ddc3c,4
62a0ee9480,5
ec5afeae66,6
33dfe8b243,7
c026a17632,0
d2b77b255b,1
d46c133c20,2
cb9d520cf9,8
eb5e2a6b3a,4
f42a7e65f2,5
7af5b00299,6
7ec803b58a,7
6ec6e26ddd,0
848c9d1a6a,1
ea9dfe6f60,2
90704ffe69,3
5dfa4cfa2d,4
97adf32d4d,5
a8e4e6ddec,6
8b09c914be,7
f6a89b6f89,0
3228f203a3,1
18b26e968c,2
c9da9c3d42,8
6ea5191e2a,4
bfd1d7caa1,5
728917ca07,6
5ad4b1d1ff,7
1986fcadda,0
184356736e,1
bd51537256,2
7114209cf0,3
5b8dc086ff,4
1cb9549d2c,5
7e138bf911,6
09541ce79b,7
b4e8386ff1,0
cde14bb8d2,1
20658e781f,2
7df431274e,8
8daf098aa9,4
543acdb5f7,5
e360f895de,6
1d9bc2591e,7
c9c0097eff,0
3187bf5c2d,1
186edd93a3,2
28a1187a4e,3
a9b7fa7e0d,4
d21012f5c1,5
20a4dad0c1,6
f3356c9ee4,7
c613a090a4,0
18590f686a,1
35ba6f2faf,2
f21593cfa8,8
7f1d5f223c,4
db548fd037,5
3d781526c2,6
7b79d341cf,7
35bbf1302b,0
51acfd1399,1
d83a74a082,2
38ed2aa7cb,3
56d6d999b8,4
14c6a2d399,5
c2ca0ed857,6
5ef096aeac,7
086deb3ccb,0
2d5f4b0213,1
19fdb270d6,2
f8ca1f5c5a,8
223e0c3942,4
b981d35c43,5
178d777950,6
fb1b82dde6,7
9d173ec22a,0
14dcf18fb6,1
e53c2e8771,2
6cf284fb9e,3
9f96821d81,4
64bfdd0b9a,5
f5ffe74512,6
59ceec4f7c,7
ca511bc319,0
f76c6bc5d0,1
b012e9ebb0,2
d06f237a79,8
7242ab00b6,4
71d7482240,5
1f3299c2ba,6
caa039b231,7
078f36a006,0
7f01757d4c,1
ba2a5fbf4c,2
17a6639049,3
740d34befe,4
4b873df7a2,5
f11f8eab00,6
3cb59a4fdc,7
131ca4b83d,0
b4e61836df,1
930c8dd0e4,2
d4033ae7f2,8
404b62a4d5,4
9d5d4bf0f1,5
3cd4d01b7d,6
9f224c71b1,7
d17eee846e,0
8bf499cb0c,1
c2485cb6c3,2
db32e0961b,3
f78361aa48,4
34205cc12b,5
66c603a013,6
174b478747,7
66cd349922,0
78f17697f2,1
3bd3216e16,2
3e3431be2f,8
9cf8fe7f96,4
fea1ff8505,5
e8cf12563d,6
753371cca5,7
530f759c6f,0
48940ae0b0,1
91bb8b5dbb,2
a659530342,3
1f9dcb9a1f,4
115ee54da8,5
9126bbe228,6
b521c9ddf3,7
d9a52dc263,0
2717821409,1
b014624db2,2
5b28c5ba50,8
02d40993ab,4
a98ab1c549,5
c95d3f1510,6
91dfba8133,7
b6bca345bb,0
335474f8ec,1
5aee63c515,2
1d0c2fa004,3
ff1e8ed948,4
20b11dcfb8,5
a7f4b8d36e,6
e41a05735d,7
e045664b46,0
640ceb328a,1
964030c032,2
2578042000,8
31b003483c,4
7f5a72fa2c,5
3e1c11cfa8,6
78b2d05419,7
2ce9c36a98,0
1cad8c327b,1
b45ad3932e,2
395726930f,3
9bd58061d6,4
07fef26d18,5
4541761ba4,6
10e835f9ab,7
ac7df612ff,0
6d69267940,1
a5c6cde207,2
ef753a06c7,8
eb958a5cc8,4
a5ccb4f8d9,5
5691530ff4,6
4ad2ddacfc,7
dce4c70a99,0
fa59461848,1
5df9874c5b,2
809cb34e8d,3
044106f759,4
8367b54eac,5
613fb95edf,6
52fdbf981f,7
cf241124b1,0
204c4657d5,1
61321814ce,2
5fe4e3f5e6,8
b0e479668d,4
4b019a8354,5
d82b80a555,6
a163126d96,7
f7e555a0aa,0
618f843c7a,1
c38e2a42e3,2
8693030eb3,3
14da113475,4
f57e741b5b,5
16a9609841,6
88839f49f9,7
1d7a812c76,0
1ebc029ba0,1
65cb9cbc05,2
e1cb177740,8
939879034e,4
12c92c9f70,5
c33faa5d81,6
c9ffc53f25,7
341f6694f1,0
33159fbb9b,1
a5299290bb,2
a898892737,3
bb697642ae,4
a6f4e0f8b5,5
be1c8cbf1f,6
76c76f8056,7
c74ef130f0,0
128f3b0e36,1
93196366e1,2
b2b0cd95a4,8
a9ebb78977,4
53c79255ba,5
d73189228f,6
a0b1d96545,7
ec3130dd0b,0
2d3c0a68f9,1
0ad38c8f25,2
5d6126f459,3
40a7f422e2,4
ae51614513,5
1b073494ab,6
641ef8ba11,7
30e5cfec08,0
f0c401b64b,1
8b0d16466b,2
a962f4c9b6,8
3f5adbdcc7,4
619edf8941,5
7beceb5850,6
8329ec9395,7
44f5dd71ab,0
bb6683a533,1
2fa889172a,2
a568cc8273,3
96f26f6397,4
55f1ea73b3,5
86abf1c96d,6
85cf79a2cb,7
14bba6af57,0
a3605816c1,1
b525824dfc,2
db819c45e5,8
f9645c1acf,4
7c9c98aa11,5
d7f48d294e,6
e7f63a219f,7
4c89e94e36,0
853e89d0d3,1
999cb0ea3b,2
659193a103,3
dcbb6474ee,4
56ab4fae30,5
b9fe322e38,6
07a81dccdc,7
47048ac10a,0
e030bdae65,1
6c95018d5c,2
30082e87d9,8
27de423ad3,4
cd5c9532e4,5
8a02b4a1b7,6
cae4ec68c0,7
66cd32da94,0
590e32af63,1
22fdf96a54,2
e1984bebe3,3
cfb8e5c36e,4
42d64f2d78,5
268d39db25,6
de5a329823,7
9a1fbef3e3,0
6b996daecc,1
1a72cc3d3e,2
9bf8a38b92,8
486ae46ba0,4
869f99406d,5
27ec51c877,6
3ed6d1c7df,7
5c297b5dcd,0
e199174d64,1
fdb7d132be,2
c256f6e713,3
7ec58d0743,4
28ad4e60c5,5
3f8634704b,6
f85a85710a,7
8431a87cff,0
cab2f6614c,1
ac1ea6faa4,2
c09f4e95e8,8
6a57dfd211,4
572cb220d2,5
0ec68b2e42,6
ec406285e8,7
1d93614392,0
3281bb7282,1
a4fb7072d6,2
ca0d3ea2f5,3
1f7e3eef06,4
25a9f40814,5
e8d8b35601,6
ac5f676fa3,7
216aa6275d,0
c450f9d7f4,1
4f6328bf93,2
c356f76804,8
abb1521de8,4
7268aedee7,5
c5a9c13a77,6
ebe8198105,7
641d0227e7,0
48a18f5386,1
07ac7e530f,2
430ef30e87,3
81ab8c6bb7,4
f6c784904d,5
db0bc63d60,6
3b05fe7a3f,7
d31c506913,0
9c5c26e2ba,1
572f0b1ad8,2
4766b51055,8
6957579961,4
3a33e1eb89,5
9466e21e0d,6
89dc091930,7
01c2045d03,0
6a1fd3c67e,1
7d9f0dacd0,2
73a2f6fb22,3
bb9af788f8,4
653c7e9f6c,5
432b8b6a71,6
9a672bfb51,7
5be9925bca,0
178bd2185d,1
cae1a9f23f,2
dccf379405,8
4e3ccf37ee,4
06289f69f8,5
11518835a4,6
6e3bb2a882,7
776bdf9043,0
8a55cca47a,1
9f0c9f3b90,2
675cab373f,3
58a51c861e,4
a33ef5ed68,5
fb903c3b68,6
81c1149163,7
68d9f77646,0
7145f7e956,1
13f448be07,2
a5d188bbd7,8
9258e48804,4
0c62ed4494,5
8b5757d8ee,6
34f61e9a54,7
